15,'navajo dark sky turquoise royal','Manufacturer#1','Brand#15','LARGE ANODIZED BRASS',45,'LG CASE',915.01,'carefully fi'
16,'deep brown turquoise dim papaya','Manufacturer#3','Brand#32','PROMO PLATED TIN',2,'MED PACK',916.01,'slyly final de'
17,'burnished navy orange dodger cream','Manufacturer#4','Brand#43','ECONOMY BRUSHED STEEL',16,'LG BOX',917.01,'slyly regular do'
18,'spring indian forest khaki midnight','Manufacturer#1','Brand#11','SMALL BURNISHED STEEL',42,'JUMBO PACK',918.01,'ironic, iro'
19,'dodger forest floral cream black','Manufacturer#2','Brand#23','SMALL ANODIZED NICKEL',33,'WRAP BOX',919.01,'blithely pe'
20,'bisque salmon dark blanched linen','Manufacturer#1','Brand#12','LARGE POLISHED NICKEL',48,'MED BAG',920.02,'slyly ironi'
21,'lemon aquamarine firebrick floral almond','Manufacturer#3','Brand#33','SMALL BURNISHED TIN',31,'MED BAG',921.02,'furiously even co'
22,'medium floral beige cornsilk olive','Manufacturer#4','Brand#43','PROMO POLISHED BRASS',19,'LG DRUM',922.02,'ironic, '
23,'firebrick bisque slate rose blanched','Manufacturer#3','Brand#35','MEDIUM BURNISHED TIN',42,'JUMBO JAR',923.02,'slyly special inst'
24,'saddle dim white honeydew spring','Manufacturer#5','Brand#52','MEDIUM PLATED STEEL',20,'MED CASE',924.02,'express deposits'
25,'blush forest magenta metallic turquoise','Manufacturer#5','Brand#55','STANDARD BRUSHED COPPER',3,'JUMBO BAG',925.02,'slyly pending p'
26,'lawn forest misty chartreuse snow','Manufacturer#3','Brand#32','SMALL BRUSHED STEEL',32,'SM CASE',926.02,'fluffily ironic '
27,'plum drab cornflower brown dim','Manufacturer#1','Brand#14','LARGE ANODIZED TIN',20,'MED PKG',927.02,'unusua'
28,'green honeydew dim cyan bisque','Manufacturer#4','Brand#44','SMALL PLATED COPPER',19,'JUMBO PKG',928.02,'slyly unusua'
29,'aquamarine sky salmon rose burlywood','Manufacturer#3','Brand#33','PROMO PLATED COPPER',7,'LG DRUM',929.02,'furiously final pl'
30,'blush beige steel cyan navy','Manufacturer#4','Brand#42','PROMO ANODIZED TIN',17,'LG BOX',930.03,'furiously bold '
31,'grey ghost steel maroon moccasin','Manufacturer#5','Brand#53','STANDARD BRUSHED TIN',10,'LG BAG',931.03,'ironic'
32,'yellow wheat midnight papaya blue','Manufacturer#4','Brand#42','ECONOMY PLATED BRASS',31,'LG CASE',932.03,'blithely unu'
33,'maroon beige mint cyan peru','Manufacturer#2','Brand#22','ECONOMY PLATED NICKEL',16,'LG PKG',933.03,'furiously pendin'
34,'bisque pink dodger cream goldenrod','Manufacturer#1','Brand#13','LARGE BRUSHED STEEL',8,'JUMBO BOX',934.03,'unusu'
35,'green blue coral antique sandy','Manufacturer#4','Brand#43','MEDIUM ANODIZED BRASS',14,'JUMBO PACK',935.03,'even, '
36,'chiffon smoke floral misty navy','Manufacturer#2','Brand#25','SMALL BURNISHED COPPER',3,'JUMBO CAN',936.03,'ironic courts gro'
37,'turquoise ivory orange sandy maroon','Manufacturer#4','Brand#45','LARGE POLISHED TIN',48,'JUMBO BOX',937.03,'blithely regular'
38,'seashell floral bisque midnight black','Manufacturer#4','Brand#43','ECONOMY ANODIZED BRASS',11,'SM JAR',938.03,'furiously pend'
39,'rose dodger lace peru floral','Manufacturer#5','Brand#53','SMALL POLISHED TIN',43,'JUMBO JAR',939.03,'quickly bo'
40,'rosy midnight floral misty green','Manufacturer#2','Brand#25','ECONOMY BURNISHED COPPER',27,'SM CASE',940.04,'quickly ironic dolphi'
41,'burlywood ghost antique metallic pale','Manufacturer#2','Brand#23','ECONOMY ANODIZED TIN',7,'WRAP JAR',941.04,'unusual, qui'
42,'midnight azure bisque turquoise lawn','Manufacturer#5','Brand#52','MEDIUM BURNISHED TIN',45,'LG BOX',942.04,'carefully final reques'
43,'medium khaki chocolate rosy blush','Manufacturer#4','Brand#44','PROMO POLISHED STEEL',5,'WRAP CASE',943.04,'carefully iro'
44,'medium maroon wheat lavender blush','Manufacturer#4','Brand#45','MEDIUM PLATED TIN',48,'SM PACK',944.04,'regular, regular theod'
45,'lemon medium frosted indian linen','Manufacturer#4','Brand#43','SMALL BRUSHED NICKEL',9,'WRAP BAG',945.04,'packa'
46,'antique peru lemon sandy steel','Manufacturer#1','Brand#11','STANDARD POLISHED TIN',45,'WRAP CASE',946.04,'stealt'
47,'sky firebrick red linen dim','Manufacturer#4','Brand#45','LARGE BURNISHED BRASS',14,'JUMBO PACK',947.04,'bold, unusual a'
48,'slate thistle indian lace drab','Manufacturer#5','Brand#53','STANDARD BRUSHED STEEL',27,'JUMBO CASE',948.04,'furiously '
49,'blue tan cornsilk burlywood beige','Manufacturer#2','Brand#24','SMALL BURNISHED TIN',31,'MED DRUM',949.04,'carefu'
50,'yellow cornflower royal blush almond','Manufacturer#3','Brand#33','LARGE ANODIZED TIN',25,'WRAP PKG',950.05,'regular dinos ar'
51,'lime forest puff deep firebrick','Manufacturer#4','Brand#45','ECONOMY BURNISHED NICKEL',34,'JUMBO PACK',951.05,'Tiresias haggle blith'
52,'lemon lace khaki powder blanched','Manufacturer#3','Brand#35','STANDARD BURNISHED TIN',25,'WRAP CASE',952.05,'furiously regula'
53,'grey black dodger sandy puff','Manufacturer#2','Brand#23','ECONOMY BURNISHED NICKEL',32,'MED BAG',953.05,'slyly silent'
54,'peach smoke yellow pale cornflower','Manufacturer#2','Brand#21','LARGE BURNISHED COPPER',19,'WRAP CASE',954.05,'regular'
55,'antique cream pale tomato rose','Manufacturer#2','Brand#23','ECONOMY BRUSHED COPPER',9,'MED BAG',955.05,'furiously'
56,'midnight goldenrod drab ivory blanched','Manufacturer#1','Brand#12','MEDIUM PLATED STEEL',20,'WRAP DRUM',956.05,'instruction'
57,'purple blue tan goldenrod medium','Manufacturer#3','Brand#32','MEDIUM BURNISHED BRASS',49,'MED PKG',957.05,'slyly bold'
58,'linen beige coral dim salmon','Manufacturer#5','Brand#53','STANDARD POLISHED TIN',44,'LG PACK',958.05,'ironically bold theo'
59,'misty blush metallic spring blanched','Manufacturer#5','Brand#53','MEDIUM POLISHED TIN',2,'LG BAG',959.05,'express ins'
60,'sky burnished salmon navajo hot','Manufacturer#1','Brand#11','LARGE POLISHED COPPER',27,'JUMBO CASE',960.06,'blithely bol'
61,'drab burnished lime navy slate','Manufacturer#5','Brand#54','SMALL BURNISHED NICKEL',18,'WRAP DRUM',961.06,'slyly spe'
62,'tan ivory aquamarine indian burlywood','Manufacturer#3','Brand#35','STANDARD BRUSHED BRASS',39,'JUMBO BOX',962.06,'carefully furious'
63,'frosted puff hot rose coral','Manufacturer#3','Brand#32','STANDARD BURNISHED NICKEL',10,'JUMBO CAN',963.06,'fluffily unus'
64,'aquamarine puff papaya hot floral','Manufacturer#2','Brand#21','MEDIUM ANODIZED BRASS',1,'JUMBO CAN',964.06,'unusual, regula'
65,'slate lavender tomato black floral','Manufacturer#5','Brand#53','MEDIUM BRUSHED COPPER',3,'MED CAN',965.06,'careful'
66,'cornflower orchid chocolate lawn light','Manufacturer#3','Brand#35','PROMO ANODIZED NICKEL',46,'SM CASE',966.06,'express fox'
67,'slate cornsilk red orange plum','Manufacturer#2','Brand#21','SMALL BRUSHED TIN',31,'WRAP DRUM',967.06,'slyly regular packag'
68,'bisque frosted pale puff sandy','Manufacturer#1','Brand#11','PROMO ANODIZED STEEL',10,'WRAP BOX',968.06,'carefully '
69,'peru green linen blush olive','Manufacturer#5','Brand#52','MEDIUM POLISHED BRASS',2,'SM BOX',969.06,'deposits sublate fl'
70,'violet midnight dark cornsilk wheat','Manufacturer#1','Brand#11','STANDARD BRUSHED STEEL',42,'LG PACK',970.07,'fluffily express instr'
71,'sky green spring lavender white','Manufacturer#3','Brand#33','STANDARD PLATED BRASS',26,'WRAP DRUM',971.07,'slyly special acco'
72,'orange spring burlywood chocolate black','Manufacturer#2','Brand#23','STANDARD ANODIZED TIN',25,'JUMBO PACK',972.07,'furiously '
73,'cream misty tomato peach burlywood','Manufacturer#2','Brand#21','SMALL BRUSHED COPPER',35,'WRAP DRUM',973.07,'furio'
74,'dim linen frosted thistle pale','Manufacturer#5','Brand#55','ECONOMY ANODIZED BRASS',25,'JUMBO CASE',974.07,'quick'
75,'aquamarine lace wheat salmon blue','Manufacturer#3','Brand#35','SMALL BURNISHED NICKEL',39,'SM JAR',975.07,'quickly bo'
76,'bisque light yellow puff salmon','Manufacturer#3','Brand#34','MEDIUM BRUSHED COPPER',9,'SM PKG',976.07,'final '
77,'slate bisque burnished honeydew beige','Manufacturer#5','Brand#52','STANDARD BRUSHED COPPER',13,'MED PKG',977.07,'carefully special p'
78,'blush green slate bisque powder','Manufacturer#1','Brand#14','ECONOMY POLISHED STEEL',24,'LG JAR',978.07,'furio'
79,'puff pink floral steel forest','Manufacturer#4','Brand#45','PROMO ANODIZED BRASS',22,'JUMBO BAG',979.07,'regular deposit'
80,'tomato saddle brown bisque light','Manufacturer#4','Brand#44','PROMO PLATED BRASS',28,'MED CAN',980.08,'blithel'
81,'misty salmon cornflower dark frosted','Manufacturer#5','Brand#53','ECONOMY BRUSHED TIN',21,'MED BAG',981.08,'slyly '
82,'khaki tomato purple indian lemon','Manufacturer#1','Brand#15','ECONOMY POLISHED TIN',12,'WRAP BOX',982.08,'ideas'
83,'chocolate green deep lace aquamarine','Manufacturer#1','Brand#12','PROMO BURNISHED NICKEL',47,'SM CAN',983.08,'bold dependenci'
84,'salmon peru frosted red chiffon','Manufacturer#4','Brand#45','SMALL ANODIZED NICKEL',26,'JUMBO PACK',984.08,'pending, regular inst'
85,'aquamarine cornsilk floral misty light','Manufacturer#5','Brand#55','PROMO ANODIZED NICKEL',16,'LG BAG',985.08,'quickly even deposi'
86,'green blanched khaki steel deep','Manufacturer#4','Brand#44','STANDARD PLATED TIN',37,'LG CASE',986.08,'special, un'
87,'pale khaki sandy antique black','Manufacturer#4','Brand#41','LARGE PLATED STEEL',41,'WRAP PACK',987.08,'slyly even instruction'
88,'blue olive azure burlywood lavender','Manufacturer#4','Brand#44','PROMO PLATED COPPER',16,'SM CASE',988.08,'deposi'
89,'ghost khaki lawn pale dim','Manufacturer#5','Brand#53','STANDARD BURNISHED STEEL',7,'MED JAR',989.08,'quickly ironi'
90,'ghost goldenrod violet blue purple','Manufacturer#5','Brand#51','ECONOMY POLISHED STEEL',49,'JUMBO CAN',990.09,'regular courts de'
91,'dark beige metallic ivory burlywood','Manufacturer#2','Brand#21','STANDARD BRUSHED TIN',32,'JUMBO PKG',991.09,'final, final requests'
92,'chiffon dodger turquoise thistle red','Manufacturer#2','Brand#22','STANDARD ANODIZED TIN',35,'JUMBO PKG',992.09,'fluffily express a'
93,'blanched yellow cornflower khaki mint','Manufacturer#2','Brand#24','LARGE ANODIZED TIN',2,'WRAP DRUM',993.09,'instructio'
94,'azure pink orange goldenrod grey','Manufacturer#3','Brand#35','STANDARD POLISHED BRASS',32,'SM BOX',994.09,'fluffily '
95,'coral chocolate wheat smoke magenta','Manufacturer#3','Brand#33','LARGE BRUSHED TIN',36,'WRAP DRUM',995.09,'regular packag'
96,'steel light drab chartreuse honeydew','Manufacturer#5','Brand#53','STANDARD BRUSHED STEEL',32,'SM CASE',996.09,'furiously bold p'
97,'metallic dodger aquamarine azure drab','Manufacturer#3','Brand#33','MEDIUM POLISHED BRASS',49,'WRAP CAN',997.09,'ironic t'
98,'frosted goldenrod chartreuse dark honeydew','Manufacturer#5','Brand#54','STANDARD ANODIZED BRASS',22,'MED JAR',998.09,'furiou'
99,'lemon peru chiffon sienna deep','Manufacturer#2','Brand#21','SMALL BURNISHED STEEL',11,'JUMBO PKG',999.09,'furiously silent pla'
100,'light orange khaki chiffon purple','Manufacturer#3','Brand#33','ECONOMY ANODIZED TIN',4,'LG BAG',1000.10,'instruction'
101,'hot yellow turquoise violet floral','Manufacturer#3','Brand#32','LARGE ANODIZED STEEL',26,'JUMBO JAR',1001.10,'slyly special '
102,'firebrick orchid blanched sienna grey','Manufacturer#3','Brand#31','MEDIUM BURNISHED BRASS',17,'SM DRUM',1002.10,'slyly ironic asympto'
103,'navy cream lime orange metallic','Manufacturer#2','Brand#25','MEDIUM PLATED BRASS',45,'WRAP DRUM',1003.10,'pending, i'
104,'dim cream chocolate cornflower orange','Manufacturer#1','Brand#13','MEDIUM ANODIZED STEEL',36,'JUMBO BAG',1004.10,'pending,'
105,'rose puff ivory blanched burnished','Manufacturer#1','Brand#15','SMALL POLISHED COPPER',27,'LG DRUM',1005.10,'express, bold reques'
106,'cornsilk beige deep lavender antique','Manufacturer#3','Brand#31','MEDIUM PLATED BRASS',28,'WRAP DRUM',1006.10,'blithely special th'
107,'cyan coral red slate orange','Manufacturer#5','Brand#53','SMALL BURNISHED TIN',12,'MED BOX',1007.10,'furiously '
108,'honeydew papaya gainsboro tomato puff','Manufacturer#1','Brand#12','PROMO PLATED NICKEL',41,'MED PKG',1008.10,'final '
109,'lemon indian blanched chiffon coral','Manufacturer#3','Brand#33','ECONOMY POLISHED TIN',11,'LG PACK',1009.10,'ironic accounts nag bl'
110,'cornflower azure beige floral black','Manufacturer#3','Brand#33','STANDARD BURNISHED COPPER',46,'LG DRUM',1010.11,'bold asy'
111,'sandy almond chocolate moccasin misty','Manufacturer#5','Brand#54','LARGE BRUSHED COPPER',28,'JUMBO JAR',1011.11,'fluff'
112,'hot burnished tomato chocolate peru','Manufacturer#4','Brand#43','PROMO BRUSHED STEEL',42,'JUMBO CAN',1012.11,'even theodoli'
113,'almond coral royal honeydew lawn','Manufacturer#3','Brand#31','PROMO POLISHED TIN',23,'LG CAN',1013.11,'carefully regula'
114,'pale bisque antique white royal','Manufacturer#5','Brand#51','MEDIUM POLISHED NICKEL',41,'MED PACK',1014.11,'carefully '
115,'spring hot sienna azure dark','Manufacturer#4','Brand#45','STANDARD POLISHED STEEL',24,'MED CAN',1015.11,'quickly unusu'
116,'thistle cornsilk pale firebrick black','Manufacturer#5','Brand#53','PROMO POLISHED NICKEL',33,'SM PACK',1016.11,'fluffily pending depos'
117,'tomato grey chiffon burlywood ghost','Manufacturer#1','Brand#14','SMALL BRUSHED TIN',25,'LG BAG',1017.11,'blithely pending '
118,'bisque plum royal burlywood brown','Manufacturer#2','Brand#25','PROMO ANODIZED TIN',31,'MED PACK',1018.11,'theodolites '
119,'olive black navajo burlywood ghost','Manufacturer#4','Brand#43','LARGE POLISHED STEEL',30,'WRAP CASE',1019.11,'blithely pendin'
120,'navy chocolate frosted burnished moccasin','Manufacturer#1','Brand#14','SMALL ANODIZED NICKEL',45,'WRAP JAR',1020.12,'ironic'
121,'smoke chiffon gainsboro magenta firebrick','Manufacturer#1','Brand#14','ECONOMY BRUSHED COPPER',13,'SM PKG',1021.12,'slyly ironic '
122,'ghost royal chocolate peach ivory','Manufacturer#2','Brand#21','MEDIUM ANODIZED TIN',8,'LG DRUM',1022.12,'pinto beans w'
123,'cream almond papaya salmon blanched','Manufacturer#1','Brand#12','SMALL BURNISHED TIN',31,'JUMBO PKG',1023.12,'carefu'
124,'wheat azure khaki tan lime','Manufacturer#3','Brand#32','PROMO ANODIZED STEEL',1,'LG BOX',1024.12,'furiously'
125,'metallic indian magenta navy medium','Manufacturer#1','Brand#12','STANDARD BRUSHED BRASS',17,'WRAP BAG',1025.12,'carefully fina'
126,'burnished navy indian medium deep','Manufacturer#4','Brand#45','MEDIUM BRUSHED NICKEL',4,'LG BAG',1026.12,'slowly bold pin'
127,'moccasin green orchid blue blanched','Manufacturer#5','Brand#52','SMALL BURNISHED NICKEL',14,'LG JAR',1027.12,'slyly ironic packages '
128,'linen brown khaki snow gainsboro','Manufacturer#2','Brand#22','PROMO PLATED TIN',5,'SM BAG',1028.12,'furiously regul'
129,'turquoise spring sandy tan ivory','Manufacturer#1','Brand#15','LARGE POLISHED TIN',20,'SM JAR',1029.12,'ironic ide'
130,'gainsboro goldenrod chiffon orchid rose','Manufacturer#2','Brand#23','SMALL PLATED NICKEL',26,'LG BOX',1030.13,'always even pi'
131,'tomato moccasin sandy blue frosted','Manufacturer#5','Brand#52','STANDARD ANODIZED BRASS',43,'MED DRUM',1031.13,'blithely regul'
132,'seashell papaya thistle light powder','Manufacturer#4','Brand#45','STANDARD BURNISHED BRASS',2,'WRAP DRUM',1032.13,'furiously '
133,'navajo black dim peru deep','Manufacturer#1','Brand#13','SMALL BRUSHED NICKEL',19,'LG PKG',1033.13,'theodolites sublate f'
134,'turquoise goldenrod white moccasin spring','Manufacturer#4','Brand#42','SMALL POLISHED STEEL',35,'SM PKG',1034.13,'pinto beans use fluffi'
135,'metallic lime cyan forest burlywood','Manufacturer#2','Brand#21','MEDIUM BURNISHED STEEL',24,'JUMBO CASE',1035.13,'special hock'
136,'cornsilk blush powder tan rose','Manufacturer#2','Brand#22','SMALL PLATED STEEL',2,'WRAP BAG',1036.13,'requests against'
137,'saddle dodger purple salmon rosy','Manufacturer#3','Brand#31','ECONOMY PLATED STEEL',25,'MED PACK',1037.13,'careful '
138,'dark goldenrod ghost hot grey','Manufacturer#1','Brand#13','ECONOMY BURNISHED COPPER',42,'JUMBO DRUM',1038.13,'blithely final'
139,'floral chocolate purple deep coral','Manufacturer#3','Brand#32','MEDIUM BRUSHED STEEL',7,'SM BOX',1039.13,'furiou'
140,'frosted chiffon thistle sky grey','Manufacturer#5','Brand#53','STANDARD PLATED STEEL',45,'SM BOX',1040.14,'blithely final depen'
141,'peru sienna salmon snow gainsboro','Manufacturer#3','Brand#35','STANDARD ANODIZED STEEL',23,'SM PKG',1041.14,'quickly even'
142,'chartreuse sky deep slate thistle','Manufacturer#5','Brand#55','STANDARD ANODIZED BRASS',36,'MED JAR',1042.14,'quickly e'
143,'moccasin dim almond black misty','Manufacturer#3','Brand#34','ECONOMY PLATED TIN',44,'MED BAG',1043.14,'slyly express fo'
144,'wheat brown orange almond aquamarine','Manufacturer#1','Brand#14','SMALL ANODIZED TIN',26,'SM BOX',1044.14,'blithely bold r'
145,'indian rosy chartreuse orchid grey','Manufacturer#5','Brand#53','PROMO BRUSHED COPPER',24,'SM BAG',1045.14,'bold acc'
146,'azure medium midnight burlywood blue','Manufacturer#3','Brand#34','STANDARD BRUSHED COPPER',11,'WRAP PACK',1046.14,'slyly ironic '
147,'honeydew brown deep light chartreuse','Manufacturer#1','Brand#11','MEDIUM PLATED COPPER',29,'JUMBO PKG',1047.14,'quickly special co'
148,'yellow white tan khaki saddle','Manufacturer#3','Brand#31','STANDARD PLATED STEEL',20,'SM BOX',1048.14,'carefull'
149,'tan cyan forest ghost plum','Manufacturer#2','Brand#24','MEDIUM BURNISHED NICKEL',6,'MED PKG',1049.14,'slyly bold d'
150,'antique red moccasin green burlywood','Manufacturer#3','Brand#35','LARGE BRUSHED TIN',21,'SM BAG',1050.15,'bold a'
151,'chartreuse lime slate white thistle','Manufacturer#3','Brand#34','LARGE PLATED BRASS',45,'MED CAN',1051.15,'accounts wake c'
152,'light indian linen dodger blush','Manufacturer#5','Brand#53','MEDIUM POLISHED STEEL',48,'MED CASE',1052.15,'careful'
153,'powder firebrick chiffon purple khaki','Manufacturer#1','Brand#11','STANDARD PLATED TIN',20,'MED BAG',1053.15,'always f'
154,'peru powder pink orchid lace','Manufacturer#1','Brand#11','ECONOMY ANODIZED TIN',1,'JUMBO BAG',1054.15,'furiously regular requ'
155,'beige saddle cornsilk mint sky','Manufacturer#2','Brand#21','SMALL BRUSHED NICKEL',28,'WRAP CASE',1055.15,'fluffily'
156,'steel gainsboro plum black cornsilk','Manufacturer#4','Brand#43','SMALL POLISHED NICKEL',2,'LG PKG',1056.15,'package'
157,'navajo lime cream ghost drab','Manufacturer#1','Brand#11','ECONOMY ANODIZED STEEL',26,'JUMBO PACK',1057.15,'ironic '
158,'magenta light rosy almond goldenrod','Manufacturer#4','Brand#45','MEDIUM BURNISHED COPPER',47,'LG JAR',1058.15,'carefully ironic'
159,'linen drab antique steel aquamarine','Manufacturer#4','Brand#43','SMALL ANODIZED BRASS',46,'SM BAG',1059.15,'ironic '
160,'lace coral cream saddle maroon','Manufacturer#5','Brand#55','STANDARD POLISHED COPPER',47,'JUMBO CAN',1060.16,'accounts affix '
161,'hot dodger rosy firebrick aquamarine','Manufacturer#2','Brand#22','STANDARD PLATED TIN',17,'SM PACK',1061.16,'daringly final de'
162,'aquamarine coral black ivory misty','Manufacturer#3','Brand#33','MEDIUM ANODIZED COPPER',35,'JUMBO PACK',1062.16,'ruthlessly iron'
163,'blush yellow frosted lace drab','Manufacturer#2','Brand#21','ECONOMY PLATED TIN',34,'WRAP DRUM',1063.16,'blithely even '
164,'brown cream linen frosted blue','Manufacturer#2','Brand#23','LARGE PLATED BRASS',35,'JUMBO BAG',1064.16,'ironically final idea'
165,'chiffon dim coral sienna seashell','Manufacturer#1','Brand#15','STANDARD PLATED STEEL',24,'SM CAN',1065.16,'silent '
166,'linen royal chiffon floral misty','Manufacturer#5','Brand#52','LARGE POLISHED COPPER',4,'MED BAG',1066.16,'enticingly pending r'
167,'almond lavender lawn pink ghost','Manufacturer#3','Brand#32','LARGE ANODIZED STEEL',46,'WRAP BOX',1067.16,'accounts sl'
168,'lace frosted brown slate lawn','Manufacturer#1','Brand#13','SMALL BRUSHED COPPER',20,'JUMBO DRUM',1068.16,'furiously close r'
169,'tan lime sky almond midnight','Manufacturer#5','Brand#55','STANDARD POLISHED BRASS',10,'JUMBO CASE',1069.16,'blithely'
170,'peru green hot medium thistle','Manufacturer#3','Brand#33','LARGE POLISHED COPPER',28,'LG DRUM',1070.17,'final, '
171,'beige seashell almond linen blush','Manufacturer#1','Brand#11','STANDARD BURNISHED COPPER',40,'LG JAR',1071.17,'unusual pack'
172,'medium goldenrod tan light brown','Manufacturer#5','Brand#53','PROMO PLATED NICKEL',28,'MED CASE',1072.17,'foxes wak'
173,'pale papaya tomato navajo coral','Manufacturer#1','Brand#12','ECONOMY BURNISHED TIN',17,'LG CASE',1073.17,'silent, special '
174,'plum pink medium saddle orchid','Manufacturer#1','Brand#15','ECONOMY BRUSHED COPPER',25,'LG CASE',1074.17,'carefully final reque'
175,'azure blanched chartreuse moccasin ghost','Manufacturer#1','Brand#11','PROMO ANODIZED TIN',45,'JUMBO JAR',1075.17,'realms solve even pin'
176,'lawn forest indian orchid peru','Manufacturer#2','Brand#24','SMALL ANODIZED STEEL',40,'MED CAN',1076.17,'furiously regula'
177,'indian deep sandy floral yellow','Manufacturer#2','Brand#21','MEDIUM BRUSHED STEEL',42,'LG BAG',1077.17,'silent requests '
178,'blue black cornflower white powder','Manufacturer#1','Brand#13','STANDARD POLISHED TIN',10,'LG JAR',1078.17,'pending pearls sleep'
179,'rose lime blush bisque ivory','Manufacturer#4','Brand#43','ECONOMY BRUSHED STEEL',20,'LG JAR',1079.17,'carefull'
180,'purple blanched khaki blush aquamarine','Manufacturer#3','Brand#33','STANDARD BURNISHED NICKEL',7,'WRAP BAG',1080.18,'furiously'
181,'almond burlywood smoke peru dark','Manufacturer#2','Brand#24','MEDIUM PLATED STEEL',19,'WRAP CAN',1081.18,'quickly ev'
182,'beige medium brown chartreuse purple','Manufacturer#3','Brand#31','MEDIUM ANODIZED COPPER',11,'JUMBO CAN',1082.18,'carefully unusual '
183,'ivory white wheat pale orange','Manufacturer#5','Brand#52','PROMO POLISHED STEEL',35,'LG PKG',1083.18,'regular packages d'
184,'burlywood cream cornsilk chocolate purple','Manufacturer#5','Brand#53','SMALL POLISHED TIN',42,'LG BOX',1084.18,'quickly r'
185,'firebrick rose indian spring magenta','Manufacturer#4','Brand#44','ECONOMY POLISHED TIN',4,'WRAP BAG',1085.18,'pearls'
186,'papaya cream chartreuse spring blush','Manufacturer#2','Brand#23','ECONOMY BRUSHED TIN',15,'JUMBO PKG',1086.18,'ironic pinto '
187,'white brown cyan lavender orange','Manufacturer#4','Brand#45','PROMO ANODIZED BRASS',45,'MED CAN',1087.18,'blithely r'
188,'gainsboro steel rosy dim drab','Manufacturer#5','Brand#54','ECONOMY ANODIZED BRASS',9,'MED CAN',1088.18,'quick'
189,'dodger misty yellow brown grey','Manufacturer#2','Brand#22','MEDIUM BRUSHED BRASS',13,'WRAP DRUM',1089.18,'theodolites sl'
190,'chartreuse khaki ivory chiffon bisque','Manufacturer#5','Brand#53','LARGE BURNISHED NICKEL',23,'WRAP BAG',1090.19,'blithely regular reque'
191,'navajo metallic puff firebrick cornflower','Manufacturer#3','Brand#31','MEDIUM POLISHED BRASS',36,'WRAP BOX',1091.19,'ironic dep'
192,'light seashell firebrick cornflower green','Manufacturer#3','Brand#34','STANDARD BRUSHED COPPER',17,'MED BAG',1092.19,'grouches wake f'
193,'turquoise sienna rose rosy chocolate','Manufacturer#4','Brand#45','ECONOMY BURNISHED BRASS',31,'SM PKG',1093.19,'blithely i'
194,'powder bisque cornflower navajo pink','Manufacturer#5','Brand#51','ECONOMY POLISHED STEEL',7,'SM CAN',1094.19,'furiously specia'
195,'lace floral blush linen cornflower','Manufacturer#4','Brand#41','STANDARD BRUSHED NICKEL',40,'MED CASE',1095.19,'slyly ironic deposi'
196,'pale blush lime grey blue','Manufacturer#3','Brand#33','SMALL BURNISHED NICKEL',3,'JUMBO JAR',1096.19,'deposits are care'
197,'blue turquoise cornsilk rosy chartreuse','Manufacturer#5','Brand#52','SMALL ANODIZED COPPER',18,'SM JAR',1097.19,'quickly re'
198,'orange khaki papaya cyan navajo','Manufacturer#4','Brand#41','PROMO BRUSHED NICKEL',43,'SM PACK',1098.19,'carefully ironic '
199,'royal slate lace olive gainsboro','Manufacturer#3','Brand#31','ECONOMY PLATED STEEL',23,'JUMBO DRUM',1099.19,'furiously e'
200,'burnished mint navajo beige dark','Manufacturer#5','Brand#54','MEDIUM POLISHED BRASS',22,'LG PKG',1100.20,'blithely bo'
