71,17,'O',246761.41,'1998-01-24 00:00:00','4-NOT SPECIFIED','Clerk#000000271',0,'furiously ironic dolphins sleep slyly. carefully special notornis cajole c'
96,539,'F',82945.63,'1994-04-17 00:00:00','2-HIGH','Clerk#000000395',0,'carefully regular accounts '
97,106,'F',88875.17,'1993-01-29 00:00:00','3-MEDIUM','Clerk#000000547',0,'carefully even packages believe sly'
98,523,'F',65093.95,'1994-09-25 00:00:00','1-URGENT','Clerk#000000448',0,'carefully even dinos sleep blithely. regular, bold deposits'
99,445,'F',135381.76,'1994-03-13 00:00:00','4-NOT SPECIFIED','Clerk#000000973',0,'carefully regular theodolites may believe unu'
100,736,'O',177390.54,'1998-02-28 00:00:00','4-NOT SPECIFIED','Clerk#000000577',0,'regular deposits sleep closely regular, regular packages. carefully si'
101,140,'O',146619.13,'1996-03-17 00:00:00','3-MEDIUM','Clerk#000000419',0,'blithely ironic accounts lose slyly about the pending, regular accounts'
102,4,'O',172373.70,'1997-05-09 00:00:00','2-HIGH','Clerk#000000596',0,'unusual deposits dazzle furiously blithely regular pinto beans. pending foxes'
103,146,'O',108598.55,'1996-06-20 00:00:00','4-NOT SPECIFIED','Clerk#000000090',0,'carefully ironic deposits are quickly blithely even'
128,370,'F',51789.90,'1992-06-15 00:00:00','1-URGENT','Clerk#000000385',0,'carefully special e'
129,356,'F',249372.79,'1992-11-19 00:00:00','5-LOW','Clerk#000000859',0,'slyly bold dolphins cajole c'
130,185,'F',137977.36,'1992-05-08 00:00:00','2-HIGH','Clerk#000000036',0,'slyly final accounts among'
131,464,'F',136324.39,'1994-06-08 00:00:00','3-MEDIUM','Clerk#000000625',0,'special courts wake blithely accordin'
132,133,'F',168612.91,'1993-06-11 00:00:00','3-MEDIUM','Clerk#000000488',0,'ironic platelets according to the evenly regula'
133,220,'O',117791.49,'1997-11-29 00:00:00','1-URGENT','Clerk#000000738',0,'slyly silent deposits haggle carefully fluffi'
134,31,'F',230215.93,'1992-05-01 00:00:00','4-NOT SPECIFIED','Clerk#000000711',0,'silently even deposits wake about the fluff'
135,304,'O',259784.83,'1995-10-21 00:00:00','4-NOT SPECIFIED','Clerk#000000804',0,'accounts cajole. final, pending dependencies a'
160,413,'O',98805.83,'1996-12-19 00:00:00','4-NOT SPECIFIED','Clerk#000000342',0,'unusual dependencie'
161,85,'F',26891.99,'1994-08-31 00:00:00','2-HIGH','Clerk#000000322',0,'ironic, even attainments cajole closely'
162,71,'O',3658.17,'1995-05-08 00:00:00','3-MEDIUM','Clerk#000000378',0,'instructions nag slyly. fluffily ironic sau'
163,439,'O',189936.06,'1997-09-05 00:00:00','3-MEDIUM','Clerk#000000379',0,'carefully express pinto beans serve carefully final as'
164,4,'F',270610.61,'1992-10-21 00:00:00','5-LOW','Clerk#000000209',0,'fluffily unusual requests al'
165,137,'F',216975.45,'1993-01-30 00:00:00','4-NOT SPECIFIED','Clerk#000000292',0,'furiously enticing accounts cajole sometimes. slyly express plat'
166,541,'O',127712.41,'1995-09-12 00:00:00','2-HIGH','Clerk#000000440',0,'bold dependencies wake furiously regula'
167,598,'F',80604.21,'1993-01-04 00:00:00','4-NOT SPECIFIED','Clerk#000000731',0,'express warhorses wake carefully furiously ironic deposits. c'
192,413,'O',196719.07,'1997-11-25 00:00:00','5-LOW','Clerk#000000483',0,'silent requests above the furiously even pinto beans sleep bl'
193,397,'F',69626.48,'1993-08-08 00:00:00','1-URGENT','Clerk#000000025',0,'slyly blithe instructions cajole carefully ironic, fina'
194,310,'F',165319.18,'1992-04-05 00:00:00','3-MEDIUM','Clerk#000000352',0,'carefully dogged excuses use abou'
195,679,'F',163014.11,'1993-12-28 00:00:00','3-MEDIUM','Clerk#000000216',0,'ironic, final notornis are fluffily across the carefull'
196,325,'F',44015.32,'1993-03-17 00:00:00','2-HIGH','Clerk#000000988',0,'even deposits wake '
197,163,'P',135710.53,'1995-04-07 00:00:00','2-HIGH','Clerk#000000969',0,'theodolites above the furiously regular deposits sleep blithely abo'
198,553,'O',157388.73,'1998-01-02 00:00:00','4-NOT SPECIFIED','Clerk#000000331',0,'deposits haggle carefully after the furiously fi'
199,265,'O',122039.35,'1996-03-07 00:00:00','2-HIGH','Clerk#000000489',0,'unusual, regular requests c'
224,13,'F',235852.53,'1994-06-18 00:00:00','4-NOT SPECIFIED','Clerk#000000642',0,'quickly final accounts use even requests. ironic ac'
225,166,'P',250080.86,'1995-05-25 00:00:00','1-URGENT','Clerk#000000177',0,'blithely express cou'
226,638,'F',239986.06,'1993-03-10 00:00:00','2-HIGH','Clerk#000000756',0,'even, ironic theodolites detect fluffily final instructions-- fi'
227,50,'O',75374.86,'1995-11-10 00:00:00','5-LOW','Clerk#000000919',0,'asymptotes are special, special requests. spec'
228,221,'F',2685.69,'1993-02-25 00:00:00','1-URGENT','Clerk#000000562',0,'blithely ironic requests boost pending theodolites. even deposits affix fluf'
229,559,'F',206808.85,'1993-12-29 00:00:00','1-URGENT','Clerk#000000628',0,'blithely thin requests along the fluffily regular packages e'
230,514,'F',146619.77,'1993-10-27 00:00:00','1-URGENT','Clerk#000000520',0,'ironic, silent tithes wake carefully until the even theodolites. special'
231,455,'F',210564.57,'1994-09-29 00:00:00','2-HIGH','Clerk#000000446',0,'express requests use always at the unusual deposits. silently final acc'
256,625,'F',155347.08,'1993-10-19 00:00:00','4-NOT SPECIFIED','Clerk#000000834',0,'special dependencies boost furiously. pendin'
257,614,'O',11074.80,'1998-03-28 00:00:00','3-MEDIUM','Clerk#000000680',0,'final, regular packages nag furiously fluffily f'
258,211,'F',288192.48,'1993-12-29 00:00:00','1-URGENT','Clerk#000000167',0,'regularly ironic grouches against the quickly express p'
259,217,'F',101622.08,'1993-09-29 00:00:00','4-NOT SPECIFIED','Clerk#000000601',0,'ironic packages haggle among the furiously brave deposits. final, final d'
260,524,'O',253211.03,'1996-12-10 00:00:00','3-MEDIUM','Clerk#000000960',0,'quickly special ideas against the furiously final accounts affix deposits. sl'
261,232,'F',269110.56,'1993-06-29 00:00:00','3-MEDIUM','Clerk#000000310',0,'final accounts nag fluffily about'
262,152,'O',155325.90,'1995-11-25 00:00:00','4-NOT SPECIFIED','Clerk#000000551',0,'express, regular theodolites wake special instructions. slyly express '
263,581,'F',112717.57,'1994-05-17 00:00:00','2-HIGH','Clerk#000000088',0,'fluffily final ideas use quickly slyly final foxes? fluffily express dolphi'
288,37,'O',231344.00,'1997-02-21 00:00:00','1-URGENT','Clerk#000000109',0,'quickly ruthless instructions cajole '
289,520,'O',163936.56,'1997-02-10 00:00:00','3-MEDIUM','Clerk#000000103',0,'slyly express excuses d'
290,590,'F',76311.78,'1994-01-01 00:00:00','4-NOT SPECIFIED','Clerk#000000735',0,'pending instructions against the furiously express d'
291,706,'F',93811.91,'1994-03-13 00:00:00','1-URGENT','Clerk#000000923',0,'express requests according to the carefully regular deposits run'
292,112,'F',44466.35,'1992-01-13 00:00:00','2-HIGH','Clerk#000000193',0,'furiously special theodolites wake blith'
293,151,'F',51432.64,'1992-10-02 00:00:00','2-HIGH','Clerk#000000629',0,'regular instructions grow bold, u'
294,253,'F',37549.76,'1993-07-16 00:00:00','3-MEDIUM','Clerk#000000499',0,'idly ironic deposits must have to haggle deposits. blithel'
295,95,'F',129176.32,'1994-09-29 00:00:00','2-HIGH','Clerk#000000155',0,'doggedly final requests nag carefull'
320,2,'O',50048.44,'1997-11-21 00:00:00','2-HIGH','Clerk#000000573',0,'carefully silent ideas do solve final, express instructions. quickly final p'
321,613,'F',84978.74,'1993-03-21 00:00:00','3-MEDIUM','Clerk#000000289',0,'quickly silent requests affix sl'
322,668,'F',153959.58,'1992-03-19 00:00:00','1-URGENT','Clerk#000000158',0,'carefully unusual pinto beans lose carefully. even instructions ac'
323,196,'F',123934.48,'1994-03-26 00:00:00','1-URGENT','Clerk#000000959',0,'even, regular instructions'
324,526,'F',46376.74,'1992-03-20 00:00:00','1-URGENT','Clerk#000000352',0,'regular theodolites boost quickly along the ironic, quick realms.'
325,202,'F',98331.70,'1993-10-17 00:00:00','5-LOW','Clerk#000000844',0,'carefully fluffy forges about the express, ir'
326,380,'O',318643.02,'1995-06-04 00:00:00','2-HIGH','Clerk#000000466',0,'regular theodolites was car'
327,724,'P',34912.14,'1995-04-17 00:00:00','5-LOW','Clerk#000000992',0,'fluffily ironic deposits across the ironically regular ideas are '
352,533,'F',20241.15,'1994-03-08 00:00:00','2-HIGH','Clerk#000000932',0,'regular, regular pinto beans haggle sly'
353,10,'F',257919.40,'1993-12-31 00:00:00','5-LOW','Clerk#000000449',0,'even ideas haggle excuses? slyly ironic packages wake alongside of the qu'
354,692,'O',203676.72,'1996-03-14 00:00:00','2-HIGH','Clerk#000000511',0,'quickly special packages inside the slyly unusual pain'
355,352,'F',98197.34,'1994-06-14 00:00:00','5-LOW','Clerk#000000532',0,'carefully even instructio'
356,736,'F',227447.74,'1994-06-30 00:00:00','4-NOT SPECIFIED','Clerk#000000944',0,'fluffily pending theo'
357,302,'O',158032.96,'1996-10-09 00:00:00','2-HIGH','Clerk#000000301',0,'carefully bold theodolites cajole f'
358,13,'F',349622.70,'1993-09-20 00:00:00','2-HIGH','Clerk#000000392',0,'deposits sublate carefully at t'
359,388,'F',212176.08,'1994-12-19 00:00:00','3-MEDIUM','Clerk#000000934',0,'furiously final foxes are. regular,'
384,566,'F',180323.94,'1992-03-03 00:00:00','5-LOW','Clerk#000000206',0,'regular packages haggle furiously; idle requests wake carefu'
385,166,'O',65032.79,'1996-03-22 00:00:00','5-LOW','Clerk#000000600',0,'asymptotes wake silent, silent'
386,301,'F',135676.07,'1995-01-25 00:00:00','2-HIGH','Clerk#000000648',0,'quickly pending instructions unwind furiously theodolites. final package'
387,17,'O',193002.41,'1997-01-26 00:00:00','4-NOT SPECIFIED','Clerk#000000768',0,'blithely even accounts according to the even packag'
388,224,'F',157989.72,'1992-12-16 00:00:00','4-NOT SPECIFIED','Clerk#000000356',0,'accounts wake against the braids. silent accounts snooze slyly blithely ironi'
389,635,'F',3363.25,'1994-02-17 00:00:00','2-HIGH','Clerk#000000062',0,'pending, bold packages boost blithely final package'
390,514,'O',258632.88,'1998-04-07 00:00:00','5-LOW','Clerk#000000404',0,'blithely even pinto beans against the ironic packages boost qu'
391,553,'F',19603.95,'1994-11-17 00:00:00','2-HIGH','Clerk#000000256',0,'furiously special deposits wake blithely. qu'
416,202,'F',106349.88,'1993-09-27 00:00:00','5-LOW','Clerk#000000294',0,'excuses boost permanently around the carefully pe'
417,274,'F',110887.13,'1994-02-06 00:00:00','3-MEDIUM','Clerk#000000468',0,'pending, regular pinto beans after the final, express accounts boost'
418,475,'P',35922.26,'1995-04-13 00:00:00','4-NOT SPECIFIED','Clerk#000000643',0,'quiet, bold ideas a'
419,583,'O',154394.00,'1996-10-01 00:00:00','3-MEDIUM','Clerk#000000376',0,'accounts sleep quickly slyly bo'
420,451,'O',259929.98,'1995-10-31 00:00:00','4-NOT SPECIFIED','Clerk#000000756',0,'slyly final deposits sublate after the quickly pending deposits'
421,196,'F',1642.79,'1992-02-22 00:00:00','5-LOW','Clerk#000000405',0,'ironic, even account'
422,367,'O',172253.19,'1997-05-31 00:00:00','4-NOT SPECIFIED','Clerk#000000049',0,'carefully even packages use'
423,517,'O',40797.83,'1996-06-01 00:00:00','1-URGENT','Clerk#000000674',0,'blithely unusual dugouts play quickly along the blithely regular theo'
448,749,'O',168755.67,'1995-08-21 00:00:00','3-MEDIUM','Clerk#000000597',0,'furiously even requests nag carefully. '
449,479,'O',64037.08,'1995-07-20 00:00:00','2-HIGH','Clerk#000000841',0,'final, express requests sleep permanent requests. spe'
450,238,'P',228393.79,'1995-03-05 00:00:00','4-NOT SPECIFIED','Clerk#000000293',0,'deposits wake regular, ironic instructions. bli'
451,494,'O',138200.09,'1998-05-25 00:00:00','5-LOW','Clerk#000000048',0,'final foxes nag. regul'
452,298,'O',2916.10,'1997-10-14 00:00:00','1-URGENT','Clerk#000000498',0,'theodolites should n'
453,221,'O',308816.13,'1997-05-26 00:00:00','5-LOW','Clerk#000000504',0,'furiously even deposits use inside the excuses.'
454,244,'O',33918.18,'1995-12-27 00:00:00','5-LOW','Clerk#000000890',0,'fluffily final accounts after the special, ironic pinto '
455,61,'O',183504.63,'1996-12-04 00:00:00','1-URGENT','Clerk#000000796',0,'even instructions hagg'
480,358,'F',25016.32,'1993-05-08 00:00:00','5-LOW','Clerk#000000004',0,'final accounts poach carefully. quickly final platelets boost quickly even ide'
481,152,'F',168508.90,'1992-10-08 00:00:00','2-HIGH','Clerk#000000230',0,'ruthlessly ironic packages nag furiously across the slyly regula'
482,626,'O',182161.63,'1996-03-26 00:00:00','1-URGENT','Clerk#000000295',0,'blithely regular as'
483,175,'O',51526.15,'1995-07-11 00:00:00','2-HIGH','Clerk#000000025',0,'bold theodolites sl'
484,272,'O',300795.63,'1997-01-03 00:00:00','3-MEDIUM','Clerk#000000545',0,'fluffily even deposits run foxes; regular packages afte'
485,503,'O',156901.75,'1997-03-26 00:00:00','2-HIGH','Clerk#000000105',0,'regular, bold asymptotes sleep boldly. carefu'
486,256,'O',241933.79,'1996-03-11 00:00:00','4-NOT SPECIFIED','Clerk#000000803',0,'quickly final foxes across the expre'
487,541,'F',66436.00,'1992-08-18 00:00:00','1-URGENT','Clerk#000000086',0,'ironic, express pinto be'
512,316,'P',176424.04,'1995-05-20 00:00:00','5-LOW','Clerk#000000814',0,'quickly unusual foxes was fluffily slyly even accounts. pac'
513,304,'O',89965.65,'1995-05-01 00:00:00','2-HIGH','Clerk#000000522',0,'always final sentiments haggle furiously around the fluffily ruthles'
514,376,'O',147672.00,'1996-04-04 00:00:00','2-HIGH','Clerk#000000094',0,'enticingly quick escapades wake slyly. final acc'
515,710,'F',230608.55,'1993-08-29 00:00:00','4-NOT SPECIFIED','Clerk#000000700',0,'slyly unusual ideas subla'
516,220,'O',11833.36,'1998-04-21 00:00:00','2-HIGH','Clerk#000000305',0,'quickly final foxes accord'
517,47,'O',105426.88,'1997-04-07 00:00:00','5-LOW','Clerk#000000359',0,'deposits wake always slyly regular requests. blithely '
518,722,'O',350358.73,'1998-02-08 00:00:00','2-HIGH','Clerk#000000768',0,'slyly even ideas hang quickly. carefully final instructi'
519,316,'O',112151.60,'1997-10-31 00:00:00','1-URGENT','Clerk#000000985',0,'quick depths are! slyly express requests along the carefully ironic '
544,467,'F',73045.81,'1993-02-17 00:00:00','2-HIGH','Clerk#000000145',0,'slyly ironic attainments sleep blith'
545,316,'O',38388.75,'1995-11-07 00:00:00','2-HIGH','Clerk#000000537',0,'even, regular packa'
546,718,'O',19870.35,'1996-11-01 00:00:00','2-HIGH','Clerk#000000041',0,'final notornis detect slyly fluffily express deposits. brav'
547,493,'O',138311.02,'1996-06-22 00:00:00','3-MEDIUM','Clerk#000000976',0,'bold instructions print fluffily carefully id'
548,620,'F',131636.54,'1994-09-21 00:00:00','1-URGENT','Clerk#000000435',0,'quickly regular accounts daz'
549,550,'F',197068.43,'1992-07-13 00:00:00','1-URGENT','Clerk#000000196',0,'carefully regular foxes integrate ironic, fina'
550,118,'O',56246.66,'1995-08-02 00:00:00','1-URGENT','Clerk#000000204',0,'carefully even asymptotes sleep furiously sp'
551,449,'O',70861.56,'1995-05-30 00:00:00','1-URGENT','Clerk#000000179',0,'unusual, final accounts use above the special excuses. final depo'
576,148,'O',23466.08,'1997-05-13 00:00:00','3-MEDIUM','Clerk#000000955',0,'pending theodolites about the carefu'
577,277,'F',40599.44,'1994-12-19 00:00:00','5-LOW','Clerk#000000154',0,'blithely unusual packages sl'
578,463,'O',114420.27,'1997-01-10 00:00:00','5-LOW','Clerk#000000281',0,'blithely pending asymptotes wake quickly across the carefully final'
579,337,'O',138743.64,'1998-03-11 00:00:00','2-HIGH','Clerk#000000862',0,'slyly even requests cajole slyly. sil'
580,298,'O',135967.48,'1997-07-05 00:00:00','2-HIGH','Clerk#000000314',0,'final ideas must have to are carefully quickly furious requests'
581,344,'O',168207.70,'1997-02-23 00:00:00','4-NOT SPECIFIED','Clerk#000000239',0,'carefully regular dolphins cajole ruthlessl'
582,247,'O',185015.54,'1997-10-21 00:00:00','1-URGENT','Clerk#000000378',0,'quietly ironic pinto beans wake carefully. ironic accounts across the dol'
583,236,'O',194642.39,'1997-03-19 00:00:00','3-MEDIUM','Clerk#000000792',0,'blithely final accounts can use. even, final packages thrash '
608,130,'O',104906.26,'1996-02-28 00:00:00','3-MEDIUM','Clerk#000000995',0,'carefully ironic dinos'
609,626,'F',26813.60,'1994-06-01 00:00:00','3-MEDIUM','Clerk#000000348',0,'furiously final braids cajole quickly accounts. regul'
610,254,'O',267087.96,'1995-08-02 00:00:00','1-URGENT','Clerk#000000610',0,'slyly special instructions use slyly abo'
611,529,'F',94219.72,'1993-01-27 00:00:00','1-URGENT','Clerk#000000401',0,'instructions are furiously despite the slyly special pla'
612,409,'F',212224.73,'1992-10-21 00:00:00','3-MEDIUM','Clerk#000000759',0,'bold pinto beans wake furiously pinto beans. pending pinto beans poac'
613,692,'O',48073.41,'1995-06-18 00:00:00','2-HIGH','Clerk#000000172',0,'carefully pending packages are bravely am'
614,667,'F',356619.92,'1992-12-01 00:00:00','2-HIGH','Clerk#000000388',0,'final dolphins nod. slyly ironic fo'
615,328,'F',46583.26,'1992-05-09 00:00:00','5-LOW','Clerk#000000388',0,'slyly express instructions alongside of the q'
640,476,'F',184228.21,'1993-01-23 00:00:00','2-HIGH','Clerk#000000433',0,'theodolites cajole slyly among the even excuses. unusual theodolites '
641,665,'F',153357.51,'1993-08-30 00:00:00','5-LOW','Clerk#000000175',0,'final packages haggle carefully. brave foxes sleep blithel'
642,200,'F',28181.50,'1993-12-16 00:00:00','3-MEDIUM','Clerk#000000357',0,'quickly unusual theodolites sleep. regular pinto beans affix theodol'
643,289,'P',245971.32,'1995-03-25 00:00:00','2-HIGH','Clerk#000000354',0,'requests cajole. ruthlessly even frays sleep slyly pending ideas. careful'
644,37,'F',275005.16,'1992-05-01 00:00:00','1-URGENT','Clerk#000000550',0,'carefully regular dependencies lose quickl'
645,572,'F',321274.34,'1994-12-03 00:00:00','2-HIGH','Clerk#000000090',0,'fluffily express accounts cajole request'
646,253,'F',195346.91,'1994-11-22 00:00:00','2-HIGH','Clerk#000000203',0,'express, ironic packages are quickly. fluffi'
647,715,'O',69572.07,'1997-08-07 00:00:00','1-URGENT','Clerk#000000270',0,'regular packages could b'
672,541,'F',144641.26,'1994-04-14 00:00:00','5-LOW','Clerk#000000106',0,'thinly special deposits use s'
673,397,'F',27281.40,'1994-03-10 00:00:00','1-URGENT','Clerk#000000448',0,'blithely bold foxes should have to sleep quickly ca'
674,166,'F',37561.19,'1992-08-29 00:00:00','5-LOW','Clerk#000000448',0,'slyly ironic courts will na'
675,59,'O',173661.94,'1997-07-31 00:00:00','2-HIGH','Clerk#000000168',0,'fluffily special accounts sublate packages. furiously express package'
676,190,'O',238066.91,'1996-12-13 00:00:00','2-HIGH','Clerk#000000248',0,'ironic pinto beans above the'
677,620,'F',204346.11,'1993-11-24 00:00:00','3-MEDIUM','Clerk#000000824',0,'carefully furious packages after the furiously ironic requests x-ray bli'
678,655,'F',205355.98,'1993-02-27 00:00:00','5-LOW','Clerk#000000530',0,'furiously regular foxe'
679,244,'O',15232.99,'1995-12-15 00:00:00','2-HIGH','Clerk#000000853',0,'deposits nag. furiously regular ideas sleep alongside of the even requests. '
704,422,'O',86789.85,'1996-11-21 00:00:00','3-MEDIUM','Clerk#000000682',0,'furiously regular accounts integrate blithely. carefully unusual pinto beans '
705,214,'O',133937.97,'1997-02-13 00:00:00','4-NOT SPECIFIED','Clerk#000000294',0,'slyly ironic theodolites according t'
706,737,'O',41186.81,'1995-09-09 00:00:00','1-URGENT','Clerk#000000448',0,'regular, regular requests wak'
707,581,'F',83483.57,'1994-11-20 00:00:00','3-MEDIUM','Clerk#000000199',0,'instructions cajole qui'
708,158,'O',150903.11,'1998-07-03 00:00:00','3-MEDIUM','Clerk#000000101',0,'carefully ironic requests thrash'
709,181,'O',108881.58,'1998-04-21 00:00:00','1-URGENT','Clerk#000000461',0,'quickly final excuses sleep quickly. sly'
710,656,'F',330300.82,'1993-01-02 00:00:00','5-LOW','Clerk#000000026',0,'slyly ironic accounts haggle blithely according to the ideas. regular foxe'
711,319,'F',135906.51,'1993-09-23 00:00:00','4-NOT SPECIFIED','Clerk#000000856',0,'frays use carefully across the carefully express dugouts; slyly busy the'
736,232,'O',195225.40,'1998-06-21 00:00:00','5-LOW','Clerk#000000881',0,'carefully final pinto beans solve slyly '
737,599,'F',21728.74,'1992-04-26 00:00:00','5-LOW','Clerk#000000233',0,'blithely regular accounts sublate abou'
738,104,'F',189513.91,'1993-03-02 00:00:00','4-NOT SPECIFIED','Clerk#000000669',0,'ironic, even accounts are furiously final accounts. regular accounts'
739,2,'O',202018.60,'1998-05-31 00:00:00','5-LOW','Clerk#000000900',0,'carefully thin packages against the regular orbits haggle slyly fina'
740,218,'O',115428.39,'1995-07-16 00:00:00','3-MEDIUM','Clerk#000000583',0,'evenly unusual ideas doubt'
741,523,'O',74487.96,'1998-07-07 00:00:00','2-HIGH','Clerk#000000295',0,'blithely ironic requests'
742,515,'F',313359.91,'1994-12-23 00:00:00','5-LOW','Clerk#000000543',0,'furiously bold requests cajole. requests sleep qui'
743,392,'O',40193.47,'1996-10-04 00:00:00','4-NOT SPECIFIED','Clerk#000000933',0,'carefully express deposits against the slyly even dugou'
768,487,'O',289359.43,'1996-08-20 00:00:00','3-MEDIUM','Clerk#000000411',0,'furiously regular p'
769,400,'F',70929.77,'1993-06-02 00:00:00','3-MEDIUM','Clerk#000000172',0,'furiously express dependencies sl'
770,160,'O',96658.56,'1998-05-23 00:00:00','5-LOW','Clerk#000000572',0,'quickly bold deposits wake furiously against the'
771,223,'O',143544.34,'1995-06-17 00:00:00','1-URGENT','Clerk#000000105',0,'fluffily regular epitaphs cajole furious'
772,484,'F',166734.05,'1993-04-17 00:00:00','2-HIGH','Clerk#000000430',0,'regularly silent asymptotes wake'
773,661,'F',187170.75,'1993-09-26 00:00:00','3-MEDIUM','Clerk#000000307',0,'furiously ironic accounts are above the quickly regul'
774,398,'O',232746.90,'1995-12-04 00:00:00','1-URGENT','Clerk#000000883',0,'regular instructions nag carefully blithely even'
775,667,'F',85844.63,'1995-03-18 00:00:00','1-URGENT','Clerk#000000191',0,'carefully express deposits wake-- quickly even accounts cajol'
800,280,'O',124932.69,'1998-07-14 00:00:00','2-HIGH','Clerk#000000213',0,'slyly ironic gifts over the regular, express ideas cajole quickly among t'
801,589,'F',162917.59,'1992-02-18 00:00:00','1-URGENT','Clerk#000000186',0,'theodolites sleep above the careful'
802,685,'F',239248.21,'1995-01-05 00:00:00','1-URGENT','Clerk#000000516',0,'express pinto beans wake across the pending '
803,73,'O',37336.79,'1997-04-29 00:00:00','5-LOW','Clerk#000000260',0,'blithely pending gifts according to the busy, ironic re'
804,250,'F',126880.57,'1993-03-12 00:00:00','3-MEDIUM','Clerk#000000931',0,'furiously final pinto beans impress careful'
805,631,'O',125826.91,'1995-07-05 00:00:00','4-NOT SPECIFIED','Clerk#000000856',0,'busy, regular foxes '
806,655,'O',41904.26,'1996-06-20 00:00:00','2-HIGH','Clerk#000000240',0,'ironic pinto beans wake quickly acro'
807,718,'F',331992.44,'1993-11-24 00:00:00','3-MEDIUM','Clerk#000000012',0,'express packages according to the quickly special '
832,145,'F',91830.91,'1992-04-19 00:00:00','5-LOW','Clerk#000000495',0,'blithely even accounts cajole slyly dolphins; slyly bold requests i'
833,277,'F',72143.55,'1994-02-13 00:00:00','3-MEDIUM','Clerk#000000437',0,'blithely final foxes sleep quickly abo'
834,214,'F',67050.93,'1994-05-23 00:00:00','3-MEDIUM','Clerk#000000805',0,'furiously regular pinto beans are carefully. even'
835,325,'O',96681.15,'1995-10-08 00:00:00','4-NOT SPECIFIED','Clerk#000000416',0,'deposits mold slyly furiously even accounts? slyly ironic re'
836,344,'O',109557.63,'1996-11-25 00:00:00','4-NOT SPECIFIED','Clerk#000000729',0,'slyly unusual deposits affix'
837,580,'F',77875.00,'1994-06-15 00:00:00','4-NOT SPECIFIED','Clerk#000000563',0,'furiously final instructions use ironic foxes. even packages s'
838,82,'O',107560.33,'1998-01-29 00:00:00','5-LOW','Clerk#000000213',0,'slyly regular ideas cajole. blithely ruthless patterns snooze ag'
839,140,'O',116490.54,'1995-08-08 00:00:00','1-URGENT','Clerk#000000951',0,'blithely express deposits are slyly'
864,689,'O',105768.13,'1997-08-17 00:00:00','1-URGENT','Clerk#000000036',0,'carefully regular pinto beans wake fluffily. sly'
865,13,'F',110339.44,'1993-05-04 00:00:00','3-MEDIUM','Clerk#000000337',0,'requests are across the regular excuses. final, brave dependencies kindle aro'
866,193,'F',7266.48,'1992-11-28 00:00:00','3-MEDIUM','Clerk#000000718',0,'closely regular dependencies boost fluffily after the pending foxes. carefull'
