32,221,38,3,2.00,2242.44,0.09,0.02,'N','O','1995-08-07 00:00:00','1995-10-07 00:00:00','1995-08-23 00:00:00','DELIVER IN PERSON','AIR','furiously bold deposits '
32,14,39,4,4.00,3656.04,0.09,0.03,'N','O','1995-08-04 00:00:00','1995-10-01 00:00:00','1995-09-03 00:00:00','NONE','REG AIR','slyly bold requests nag. fluffily'
32,430,1,5,44.00,58538.92,0.05,0.06,'N','O','1995-08-28 00:00:00','1995-08-20 00:00:00','1995-09-14 00:00:00','DELIVER IN PERSON','AIR','slyly ironic notornis bo'
32,59,23,6,6.00,5754.30,0.04,0.03,'N','O','1995-07-21 00:00:00','1995-09-23 00:00:00','1995-07-25 00:00:00','COLLECT COD','RAIL','requests integrat'
33,307,12,1,31.00,37426.30,0.09,0.04,'A','F','1993-10-29 00:00:00','1993-12-19 00:00:00','1993-11-08 00:00:00','COLLECT COD','TRUCK','slyly even requests are f'
33,303,40,2,32.00,38505.60,0.02,0.05,'A','F','1993-12-09 00:00:00','1994-01-04 00:00:00','1993-12-28 00:00:00','COLLECT COD','MAIL','special theodolites boost '
33,688,14,3,5.00,7943.40,0.05,0.03,'A','F','1993-12-09 00:00:00','1993-12-25 00:00:00','1993-12-23 00:00:00','TAKE BACK RETURN','AIR','bold requests affix alongside of the slyly '
33,170,21,4,41.00,43876.97,0.09,0.00,'R','F','1993-11-09 00:00:00','1994-01-24 00:00:00','1993-11-11 00:00:00','TAKE BACK RETURN','MAIL','furiously regular deposits are carefully id'
34,442,13,1,13.00,17451.72,0.00,0.07,'N','O','1998-10-23 00:00:00','1998-09-14 00:00:00','1998-11-06 00:00:00','NONE','REG AIR','regular deposits grow. regu'
34,448,19,2,22.00,29665.68,0.08,0.06,'N','O','1998-10-09 00:00:00','1998-10-16 00:00:00','1998-10-12 00:00:00','NONE','FOB','carefully idle ins'
34,848,5,3,6.00,10493.04,0.02,0.06,'N','O','1998-10-30 00:00:00','1998-09-20 00:00:00','1998-11-05 00:00:00','NONE','FOB','furiously final ideas thrash carefully bo'
35,3,16,1,24.00,21672.00,0.02,0.00,'N','O','1996-02-21 00:00:00','1996-01-03 00:00:00','1996-03-18 00:00:00','TAKE BACK RETURN','FOB','dolphins along the slyly ir'
35,810,39,2,34.00,58167.54,0.06,0.08,'N','O','1996-01-22 00:00:00','1996-01-06 00:00:00','1996-01-27 00:00:00','DELIVER IN PERSON','RAIL','fluffily final deposits are bl'
35,605,28,3,7.00,10539.20,0.06,0.04,'N','O','1996-01-19 00:00:00','1995-12-22 00:00:00','1996-01-29 00:00:00','NONE','MAIL','quickly even depo'
35,426,47,4,25.00,33160.50,0.06,0.05,'N','O','1995-11-26 00:00:00','1995-12-25 00:00:00','1995-12-21 00:00:00','DELIVER IN PERSON','SHIP','slyly special excuses wake carefully ironic'
35,600,47,5,34.00,51020.40,0.08,0.06,'N','O','1995-11-08 00:00:00','1996-01-15 00:00:00','1995-11-26 00:00:00','COLLECT COD','MAIL','quickly regular instructions try t'
35,154,20,6,28.00,29516.20,0.03,0.02,'N','O','1996-02-01 00:00:00','1995-12-24 00:00:00','1996-02-28 00:00:00','COLLECT COD','RAIL','slyly final foxes haggle blithely de'
36,599,50,1,42.00,62982.78,0.09,0.00,'N','O','1996-02-03 00:00:00','1996-01-21 00:00:00','1996-02-23 00:00:00','COLLECT COD','SHIP','accounts sleep furiously bli'
37,114,29,1,40.00,40564.40,0.09,0.03,'A','F','1992-07-21 00:00:00','1992-08-01 00:00:00','1992-08-15 00:00:00','NONE','REG AIR','slyly final accounts caj'
37,634,33,2,39.00,59850.57,0.05,0.02,'A','F','1992-07-02 00:00:00','1992-08-18 00:00:00','1992-07-28 00:00:00','TAKE BACK RETURN','RAIL','regular, final packages are after the'
37,65,29,3,43.00,41497.58,0.05,0.08,'A','F','1992-07-10 00:00:00','1992-07-06 00:00:00','1992-08-02 00:00:00','DELIVER IN PERSON','TRUCK','fluffily f'
38,880,39,1,44.00,78358.72,0.04,0.02,'N','O','1996-09-29 00:00:00','1996-11-17 00:00:00','1996-09-30 00:00:00','COLLECT COD','MAIL','carefully final packages'
39,12,49,1,44.00,40128.44,0.09,0.06,'N','O','1996-11-14 00:00:00','1996-12-15 00:00:00','1996-12-12 00:00:00','COLLECT COD','RAIL','theodolites are bold foxes. fi'
39,933,24,2,26.00,47682.18,0.08,0.04,'N','O','1996-11-04 00:00:00','1996-10-20 00:00:00','1996-11-20 00:00:00','NONE','FOB','carefully even instructions sleep car'
39,340,45,3,46.00,57055.64,0.06,0.08,'N','O','1996-09-26 00:00:00','1996-12-19 00:00:00','1996-10-26 00:00:00','DELIVER IN PERSON','AIR','ideas cajole '
39,103,18,4,32.00,32099.20,0.07,0.05,'N','O','1996-10-02 00:00:00','1996-12-19 00:00:00','1996-10-14 00:00:00','COLLECT COD','MAIL','final theodolites'
39,273,8,5,43.00,50450.61,0.01,0.01,'N','O','1996-10-17 00:00:00','1996-11-14 00:00:00','1996-10-26 00:00:00','COLLECT COD','MAIL','ideas haggle '
39,472,44,6,40.00,54898.80,0.06,0.05,'N','O','1996-12-08 00:00:00','1996-10-22 00:00:00','1997-01-01 00:00:00','COLLECT COD','AIR','enticingly even'
64,430,31,1,21.00,27939.03,0.05,0.02,'R','F','1994-09-30 00:00:00','1994-09-18 00:00:00','1994-10-26 00:00:00','DELIVER IN PERSON','REG AIR','furiously regular'
65,299,34,1,26.00,31181.54,0.03,0.03,'A','F','1995-04-20 00:00:00','1995-04-25 00:00:00','1995-05-13 00:00:00','NONE','TRUCK','silent, regular accounts wake careful'
65,370,9,2,22.00,27948.14,0.00,0.05,'N','O','1995-07-17 00:00:00','1995-06-04 00:00:00','1995-07-19 00:00:00','COLLECT COD','FOB','regular, pending theodolites are'
65,7,20,3,21.00,19047.00,0.09,0.07,'N','O','1995-07-06 00:00:00','1995-05-14 00:00:00','1995-07-31 00:00:00','DELIVER IN PERSON','RAIL','ironically regular theodolites ha'
66,576,50,1,31.00,45773.67,0.00,0.08,'R','F','1994-02-19 00:00:00','1994-03-11 00:00:00','1994-02-20 00:00:00','TAKE BACK RETURN','RAIL','closely bo'
66,868,19,2,41.00,72523.26,0.04,0.07,'A','F','1994-02-21 00:00:00','1994-03-01 00:00:00','1994-03-18 00:00:00','COLLECT COD','AIR','furiously final waters are sl'
67,109,2,1,4.00,4036.40,0.09,0.04,'N','O','1997-04-17 00:00:00','1997-01-31 00:00:00','1997-04-20 00:00:00','NONE','SHIP','carefully final theodolites inte'
67,101,30,2,12.00,12013.20,0.09,0.05,'N','O','1997-01-27 00:00:00','1997-02-21 00:00:00','1997-02-22 00:00:00','NONE','REG AIR','carefully bold pa'
67,868,48,3,5.00,8844.30,0.03,0.07,'N','O','1997-02-20 00:00:00','1997-02-12 00:00:00','1997-02-21 00:00:00','DELIVER IN PERSON','TRUCK','bold excuses wake quickly ac'
67,438,39,4,44.00,58890.92,0.08,0.06,'N','O','1997-03-18 00:00:00','1997-01-29 00:00:00','1997-04-13 00:00:00','DELIVER IN PERSON','RAIL','pending ideas after the deposits cajole f'
67,204,3,5,23.00,25396.60,0.05,0.07,'N','O','1997-04-19 00:00:00','1997-02-14 00:00:00','1997-05-06 00:00:00','DELIVER IN PERSON','REG AIR','unusual depos'
67,892,22,6,29.00,51993.81,0.02,0.05,'N','O','1997-01-25 00:00:00','1997-01-27 00:00:00','1997-01-27 00:00:00','DELIVER IN PERSON','FOB','furiously regular ideas abov'
68,36,49,1,3.00,2808.09,0.05,0.02,'N','O','1998-07-04 00:00:00','1998-06-05 00:00:00','1998-07-21 00:00:00','NONE','RAIL','ironic, ironic '
68,876,14,2,46.00,81736.02,0.02,0.05,'N','O','1998-06-26 00:00:00','1998-06-07 00:00:00','1998-07-05 00:00:00','NONE','MAIL','special reque'
68,175,41,3,46.00,49457.82,0.04,0.05,'N','O','1998-08-13 00:00:00','1998-07-08 00:00:00','1998-08-29 00:00:00','NONE','RAIL','blithely ironic packages sleep f'
68,474,38,4,20.00,27489.40,0.07,0.01,'N','O','1998-06-27 00:00:00','1998-05-23 00:00:00','1998-07-02 00:00:00','NONE','REG AIR','fluffily specia'
68,414,35,5,27.00,35489.07,0.03,0.06,'N','O','1998-06-19 00:00:00','1998-06-25 00:00:00','1998-06-29 00:00:00','DELIVER IN PERSON','SHIP','quickly fi'
68,513,36,6,30.00,42405.30,0.05,0.06,'N','O','1998-08-11 00:00:00','1998-07-11 00:00:00','1998-08-14 00:00:00','NONE','RAIL','final, regular pinto beans nag a'
68,697,23,7,41.00,65505.29,0.09,0.08,'N','O','1998-06-24 00:00:00','1998-06-27 00:00:00','1998-07-06 00:00:00','NONE','SHIP','final, bold dolph'
69,577,1,1,48.00,70923.36,0.01,0.07,'A','F','1994-08-17 00:00:00','1994-08-11 00:00:00','1994-09-08 00:00:00','NONE','TRUCK','dependencies serve'
69,521,16,2,32.00,45488.64,0.08,0.06,'A','F','1994-08-24 00:00:00','1994-08-17 00:00:00','1994-08-31 00:00:00','NONE','REG AIR','express attainment'
69,687,13,3,17.00,26990.56,0.09,0.00,'A','F','1994-07-02 00:00:00','1994-07-07 00:00:00','1994-07-03 00:00:00','TAKE BACK RETURN','AIR','carefully regular requests sleep a'
69,188,19,4,3.00,3264.54,0.09,0.04,'R','F','1994-06-06 00:00:00','1994-07-27 00:00:00','1994-06-15 00:00:00','NONE','MAIL','regular dependencies are car'
69,461,4,5,42.00,57181.32,0.07,0.04,'R','F','1994-07-31 00:00:00','1994-07-26 00:00:00','1994-08-28 00:00:00','DELIVER IN PERSON','REG AIR','ideas are carefully pending asymptotes. '
69,93,7,6,23.00,22841.07,0.05,0.00,'A','F','1994-10-03 00:00:00','1994-08-06 00:00:00','1994-10-24 00:00:00','NONE','SHIP','sly theodolites along th'
70,321,8,1,8.00,9770.56,0.03,0.08,'R','F','1994-01-12 00:00:00','1994-02-27 00:00:00','1994-01-14 00:00:00','TAKE BACK RETURN','FOB','even pinto beans are alongside o'
70,981,44,2,13.00,24465.74,0.06,0.06,'A','F','1994-03-03 00:00:00','1994-02-13 00:00:00','1994-03-26 00:00:00','COLLECT COD','AIR','excuses haggl'
70,900,38,3,1.00,1800.90,0.03,0.05,'R','F','1994-01-26 00:00:00','1994-03-05 00:00:00','1994-01-28 00:00:00','TAKE BACK RETURN','RAIL','even packages haggle carefull'
70,229,12,4,11.00,12421.42,0.01,0.05,'A','F','1994-03-17 00:00:00','1994-03-17 00:00:00','1994-03-27 00:00:00','NONE','MAIL','regular, even pinto beans along the furious'
70,186,17,5,37.00,40188.66,0.09,0.04,'R','F','1994-02-13 00:00:00','1994-03-16 00:00:00','1994-02-21 00:00:00','COLLECT COD','MAIL','fluffily even deposits nag fluffil'
70,279,31,6,19.00,22406.13,0.06,0.03,'A','F','1994-01-26 00:00:00','1994-02-17 00:00:00','1994-02-06 00:00:00','TAKE BACK RETURN','SHIP','slyly special ideas after the r'
71,310,11,1,25.00,30257.75,0.09,0.07,'N','O','1998-04-10 00:00:00','1998-04-22 00:00:00','1998-04-11 00:00:00','COLLECT COD','FOB','unusual platelets are'
71,330,35,2,3.00,3690.99,0.09,0.07,'N','O','1998-05-23 00:00:00','1998-04-03 00:00:00','1998-06-02 00:00:00','COLLECT COD','SHIP','slyly regu'
71,173,19,3,45.00,48292.65,0.00,0.07,'N','O','1998-02-23 00:00:00','1998-03-20 00:00:00','1998-03-24 00:00:00','DELIVER IN PERSON','SHIP','accounts lose about the iro'
71,484,6,4,33.00,45687.84,0.00,0.01,'N','O','1998-04-12 00:00:00','1998-03-20 00:00:00','1998-04-15 00:00:00','NONE','FOB','pending accounts sleep furiously pinto '
71,517,40,5,39.00,55282.89,0.08,0.06,'N','O','1998-01-29 00:00:00','1998-04-07 00:00:00','1998-02-18 00:00:00','DELIVER IN PERSON','RAIL','bravely regular packag'
71,979,42,6,34.00,63918.98,0.04,0.01,'N','O','1998-03-05 00:00:00','1998-04-22 00:00:00','1998-03-30 00:00:00','DELIVER IN PERSON','TRUCK','quickly express ideas detect blithely acros'
96,616,39,1,23.00,34882.03,0.10,0.06,'A','F','1994-07-19 00:00:00','1994-06-29 00:00:00','1994-07-25 00:00:00','DELIVER IN PERSON','TRUCK','furiously express f'
96,677,28,2,30.00,47330.10,0.01,0.06,'R','F','1994-06-03 00:00:00','1994-05-29 00:00:00','1994-06-22 00:00:00','DELIVER IN PERSON','TRUCK','regular ide'
97,598,22,1,13.00,19481.67,0.00,0.02,'R','F','1993-04-01 00:00:00','1993-04-04 00:00:00','1993-04-08 00:00:00','NONE','TRUCK','slyly final packages affix f'
97,248,15,2,37.00,42484.88,0.02,0.06,'A','F','1993-04-13 00:00:00','1993-03-30 00:00:00','1993-04-14 00:00:00','DELIVER IN PERSON','SHIP','blithely bold deposits are at th'
97,389,47,3,19.00,24498.22,0.06,0.08,'R','F','1993-05-14 00:00:00','1993-03-05 00:00:00','1993-05-25 00:00:00','TAKE BACK RETURN','RAIL','permanent hockey players'
98,202,3,1,28.00,30861.60,0.06,0.07,'A','F','1994-12-24 00:00:00','1994-10-25 00:00:00','1995-01-16 00:00:00','COLLECT COD','REG AIR','final, silent ideas wake fluffily regular m'
98,549,16,2,1.00,1449.54,0.00,0.00,'A','F','1994-12-01 00:00:00','1994-12-12 00:00:00','1994-12-15 00:00:00','DELIVER IN PERSON','TRUCK','carefully pen'
98,224,25,3,14.00,15739.08,0.05,0.02,'A','F','1994-12-30 00:00:00','1994-11-22 00:00:00','1995-01-27 00:00:00','COLLECT COD','AIR','regular deposits wake'
98,836,37,4,10.00,17368.30,0.03,0.03,'A','F','1994-10-23 00:00:00','1994-11-08 00:00:00','1994-11-09 00:00:00','COLLECT COD','RAIL','regular braids s'
99,436,47,1,10.00,13364.30,0.02,0.01,'A','F','1994-05-18 00:00:00','1994-06-03 00:00:00','1994-05-23 00:00:00','COLLECT COD','RAIL','unusual, ironi'
99,619,20,2,5.00,7598.05,0.02,0.07,'R','F','1994-05-06 00:00:00','1994-05-28 00:00:00','1994-05-20 00:00:00','TAKE BACK RETURN','RAIL','blithely unusual t'
99,671,47,3,42.00,66010.14,0.02,0.02,'A','F','1994-04-19 00:00:00','1994-05-18 00:00:00','1994-04-20 00:00:00','NONE','RAIL','blithely regular deposits'
99,542,15,4,36.00,51931.44,0.09,0.02,'A','F','1994-07-04 00:00:00','1994-04-17 00:00:00','1994-07-30 00:00:00','DELIVER IN PERSON','AIR','quickly regular packages cajole furious'
100,311,12,1,28.00,33916.68,0.04,0.05,'N','O','1998-05-08 00:00:00','1998-05-13 00:00:00','1998-06-07 00:00:00','COLLECT COD','TRUCK','stealthily ironic packages according to th'
100,580,4,2,22.00,32572.76,0.00,0.07,'N','O','1998-06-24 00:00:00','1998-04-12 00:00:00','1998-06-29 00:00:00','DELIVER IN PERSON','SHIP','regular depo'
100,231,48,3,46.00,52036.58,0.03,0.04,'N','O','1998-05-02 00:00:00','1998-04-10 00:00:00','1998-05-22 00:00:00','TAKE BACK RETURN','SHIP','furiously regular accounts hagg'
100,191,22,4,14.00,15276.66,0.06,0.03,'N','O','1998-05-22 00:00:00','1998-05-01 00:00:00','1998-06-03 00:00:00','COLLECT COD','MAIL','carefully even pinto beans after the dog'
100,268,20,5,37.00,43225.62,0.05,0.00,'N','O','1998-03-06 00:00:00','1998-04-16 00:00:00','1998-03-31 00:00:00','TAKE BACK RETURN','TRUCK','slyly special packages nag against t'
101,592,12,1,49.00,73136.91,0.10,0.00,'N','O','1996-06-21 00:00:00','1996-05-27 00:00:00','1996-06-29 00:00:00','DELIVER IN PERSON','REG AIR','carefully even '
101,817,2,2,36.00,61841.16,0.00,0.01,'N','O','1996-05-19 00:00:00','1996-05-01 00:00:00','1996-06-04 00:00:00','DELIVER IN PERSON','AIR','final deposit'
101,693,19,3,12.00,19124.28,0.06,0.02,'N','O','1996-03-29 00:00:00','1996-04-20 00:00:00','1996-04-12 00:00:00','COLLECT COD','MAIL','final packages gr'
102,445,36,1,37.00,49781.28,0.06,0.00,'N','O','1997-07-24 00:00:00','1997-08-02 00:00:00','1997-08-07 00:00:00','TAKE BACK RETURN','SHIP','fluffily regular ideas ar'
102,847,32,2,34.00,59426.56,0.03,0.08,'N','O','1997-08-09 00:00:00','1997-07-28 00:00:00','1997-08-26 00:00:00','TAKE BACK RETURN','SHIP','quickly express packa'
102,912,43,3,25.00,45322.75,0.01,0.01,'N','O','1997-07-31 00:00:00','1997-07-24 00:00:00','1997-08-17 00:00:00','NONE','RAIL','instructions sleep. carefully even de'
102,306,11,4,15.00,18094.50,0.07,0.07,'N','O','1997-06-02 00:00:00','1997-07-13 00:00:00','1997-06-04 00:00:00','DELIVER IN PERSON','SHIP','carefully qu'
103,974,18,1,6.00,11249.82,0.03,0.05,'N','O','1996-10-11 00:00:00','1996-07-25 00:00:00','1996-10-28 00:00:00','NONE','FOB','carefully bold packages are slyly even'
103,53,17,2,37.00,35262.85,0.02,0.07,'N','O','1996-09-17 00:00:00','1996-07-27 00:00:00','1996-09-20 00:00:00','TAKE BACK RETURN','MAIL','furiously even ideas cajole '
103,143,44,3,23.00,23992.22,0.01,0.04,'N','O','1996-09-11 00:00:00','1996-09-18 00:00:00','1996-09-26 00:00:00','NONE','FOB','dolphins b'
103,146,25,4,32.00,33476.48,0.01,0.07,'N','O','1996-07-30 00:00:00','1996-08-06 00:00:00','1996-08-04 00:00:00','NONE','RAIL','platelets sleep quick'
128,535,8,1,38.00,54550.14,0.06,0.01,'A','F','1992-09-01 00:00:00','1992-08-27 00:00:00','1992-10-01 00:00:00','TAKE BACK RETURN','FOB','carefully bold ac'
129,15,28,1,46.00,42090.46,0.08,0.02,'R','F','1993-02-15 00:00:00','1993-01-24 00:00:00','1993-03-05 00:00:00','COLLECT COD','TRUCK','even accounts after the'
129,926,27,2,36.00,65769.12,0.01,0.02,'A','F','1992-11-25 00:00:00','1992-12-25 00:00:00','1992-12-09 00:00:00','TAKE BACK RETURN','REG AIR','blithely regular dolphins int'
129,198,14,3,33.00,36240.27,0.04,0.06,'A','F','1993-01-08 00:00:00','1993-02-14 00:00:00','1993-01-29 00:00:00','COLLECT COD','SHIP','deposits serve slyly quickly ironi'
129,676,27,4,34.00,53606.78,0.00,0.01,'R','F','1993-01-29 00:00:00','1993-02-14 00:00:00','1993-02-10 00:00:00','COLLECT COD','MAIL','carefully regular foxes are furiou'
129,157,3,5,24.00,25371.60,0.06,0.00,'A','F','1992-12-07 00:00:00','1993-01-02 00:00:00','1992-12-11 00:00:00','TAKE BACK RETURN','FOB','furiously unusual theodolites acr'
129,386,44,6,22.00,28300.36,0.06,0.01,'R','F','1993-02-15 00:00:00','1993-01-31 00:00:00','1993-02-24 00:00:00','COLLECT COD','SHIP','final realms affi'
129,843,50,7,1.00,1743.84,0.05,0.04,'R','F','1993-01-26 00:00:00','1993-01-08 00:00:00','1993-02-24 00:00:00','DELIVER IN PERSON','FOB','busily express i'
130,645,46,1,14.00,21638.96,0.08,0.05,'A','F','1992-08-15 00:00:00','1992-07-25 00:00:00','1992-09-13 00:00:00','COLLECT COD','RAIL','carefully bold theodolites '
130,9,22,2,48.00,43632.00,0.03,0.02,'R','F','1992-07-01 00:00:00','1992-07-12 00:00:00','1992-07-24 00:00:00','NONE','AIR','express, stealthy frets haggle. f'
130,60,11,3,18.00,17281.08,0.04,0.08,'A','F','1992-07-04 00:00:00','1992-06-14 00:00:00','1992-07-29 00:00:00','DELIVER IN PERSON','MAIL','blithely unusua'
130,579,49,4,13.00,19234.41,0.09,0.02,'R','F','1992-06-26 00:00:00','1992-07-29 00:00:00','1992-07-05 00:00:00','NONE','FOB','carefully busy asymp'
130,346,33,5,31.00,38636.54,0.06,0.05,'R','F','1992-09-01 00:00:00','1992-07-18 00:00:00','1992-09-02 00:00:00','TAKE BACK RETURN','RAIL','fluffily even pla'
131,838,17,1,45.00,78247.35,0.10,0.02,'R','F','1994-09-14 00:00:00','1994-09-02 00:00:00','1994-10-04 00:00:00','NONE','FOB','express asymptotes eat'
131,222,5,2,50.00,56111.00,0.02,0.04,'A','F','1994-09-17 00:00:00','1994-08-10 00:00:00','1994-09-21 00:00:00','NONE','SHIP','ironic asymptotes eat ruthlessl'
131,946,27,3,4.00,7387.76,0.04,0.03,'A','F','1994-09-20 00:00:00','1994-08-30 00:00:00','1994-09-23 00:00:00','COLLECT COD','REG AIR','slyly final excuses haggle furiou'
132,703,30,1,18.00,28866.60,0.00,0.08,'R','F','1993-07-10 00:00:00','1993-08-05 00:00:00','1993-07-13 00:00:00','NONE','TRUCK','bold, final asymptotes nag fluffily aga'
132,596,47,2,43.00,64353.37,0.01,0.08,'R','F','1993-09-01 00:00:00','1993-08-16 00:00:00','1993-09-22 00:00:00','NONE','TRUCK','ironic, express deposits haggle fluffil'
132,573,24,3,32.00,47154.24,0.04,0.04,'A','F','1993-07-12 00:00:00','1993-08-05 00:00:00','1993-08-05 00:00:00','COLLECT COD','TRUCK','furiously ironic requests'
132,141,34,4,23.00,23946.22,0.10,0.00,'A','F','1993-06-16 00:00:00','1993-08-27 00:00:00','1993-06-23 00:00:00','DELIVER IN PERSON','AIR','blithely pending pac'
133,518,41,1,27.00,38299.77,0.00,0.02,'N','O','1997-12-21 00:00:00','1998-02-23 00:00:00','1997-12-27 00:00:00','TAKE BACK RETURN','MAIL','furiously final ideas s'
133,882,20,2,12.00,21394.56,0.02,0.06,'N','O','1997-12-02 00:00:00','1998-01-15 00:00:00','1997-12-29 00:00:00','DELIVER IN PERSON','REG AIR','finally brave dependencies could have to d'
133,587,7,3,29.00,43139.82,0.09,0.08,'N','O','1998-02-28 00:00:00','1998-01-30 00:00:00','1998-03-09 00:00:00','DELIVER IN PERSON','RAIL','ironic, pe'
133,450,11,4,11.00,14854.95,0.06,0.01,'N','O','1998-03-21 00:00:00','1998-01-15 00:00:00','1998-04-04 00:00:00','DELIVER IN PERSON','REG AIR','carefully regular '
134,4,5,1,21.00,18984.00,0.00,0.03,'A','F','1992-07-17 00:00:00','1992-07-08 00:00:00','1992-07-26 00:00:00','COLLECT COD','SHIP','quickly final packages'
134,824,31,2,35.00,60368.70,0.06,0.07,'A','F','1992-08-23 00:00:00','1992-06-01 00:00:00','1992-08-24 00:00:00','NONE','MAIL','slowly bold ideas haggle cl'
134,942,3,3,26.00,47916.44,0.09,0.06,'A','F','1992-06-20 00:00:00','1992-07-12 00:00:00','1992-07-16 00:00:00','NONE','RAIL','pending accounts could have'
134,721,22,4,47.00,76220.84,0.05,0.00,'A','F','1992-08-16 00:00:00','1992-07-06 00:00:00','1992-08-28 00:00:00','NONE','REG AIR','final, ironic deposits'
